nombre,apellido,ciudad,becado,tipo_universidad,categoria_gasto,gasto_categoria
Mtro. Renato,{ERR},Salinas,0,Pública,Ocio y personales,14.53
Esmeralda Viviana Olaya,Martínez,@@@,0,Pública,Educación,16.51
Tobias Geronimo,Gonzalez,Saraguro,0,Pública,Transporte,37.41
Rufina Escobar,León, Coronel Marcelino Maridueña,0,Pública,∞∞∞,68.38
Bernardita,Diéguez,Zaruma,0,Pública,Otros,7.69
Ignacio Rios,Villalba, Muisne,0,Pública,Otros,
,###CORRUPT###,,,,,
Lucila Benítez,Garzón, Palora,0,Pública,Otros,37.4
Paula,Espitia, Vinces,0,Privada,Vivienda,96.69
Dario Mauricio Vargas,González,Bucay,0,Privada,Ocio y personales,DAMAGED
Eva María Reyna Guzmán,Portillo,Piñas,0,Pública,Educación,21.4
Jhon Alonso,Hernández, Palenque,0,###CORRUPT###,Alimentación,96.88
Juan Cruz Juan Cruz Lopez,Fernandez,Loja,0,Pública,Vivienda,117.32
Gregorio Murillo,Marroquín,DAMAGED,0,Pública,,95.78
Jeremias Bautista,Moreno, Vinces,∞∞∞,Pública,Transporte,60.48
Nilda Barrio,Gordillo, Samborondón,[BAD],Pública,Ocio y personales,61.48
$$$,Cardozo,,0,Privada,Vivienda,198.64
{ERR},Nuñez,Atuntaqui,0,Pública,$$$,39.39
Ing. Federico,Arenas, El Tambo,0,Pública,Transporte,115.47
,,,,INVALID,,0.0
Mauricio Nieves,Gómez, Balao,0,Pública,Transporte,42.58
Julio Castellanos,Rodríguez,∞∞∞,0,Pública,Vivienda,∞∞∞
DAMAGED,Jaramillo,Salinas,0,Pública,Otros,29.73
Lorenzo Gael Ferreyra,Luna, Shushufindi,0,DAMAGED,Educación,36.22
Martina Herrera,DAMAGED,Montecristi,0,Pública,Alimentación,128.07
Macarena de,Pérez, Palora,0,Pública,Ocio y personales,12.14
Joaquin Sosa,Lopez,Naranjal,0,Pública,Transporte,57.12
Lucía,DAMAGED, Jipijapa,0,Pública,Transporte,36.0
Angélica Ortega,Cepeda,Pasaje,0,Pública,Ocio y personales,28.3
Abril Barragán,Ponce,Atuntaqui,0,Pública,Educación,<NULL>
Nancy Margoth,∞∞∞, Montalvo,0,Pública,<NULL>,
Henry,Montoya, Cuenca,∞∞∞,Privada,[BAD],59.47
Isabella Gomez,Sanchez, Santo Domingo,0,Pública,DAMAGED,72.79
Martina Gonzalez,Cordoba, Milagro,0,,Educación,$$$
Carlito,Criado-Llanos, El Carmen,0,Pública,Educación,29.62
Yolanda Castro,Parra, Naranjito,[BAD],Pública,@@@,28.14
Anabel Estela Aparicio,Mata,Atuntaqui,0,Pública,Otros,56.63
Susana de,<NULL>, Santo Domingo,0,Pública,Vivienda,108.28
<NULL>,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,<UNK>,0,Privada,Transporte,48.1
Fabricio Arregui,Bonet,Cayambe,0,Pública,Otros,<NULL>
Sr(a). Malena,Sosa,Loja,0,Privada,Ocio y personales,22.19
Isabella Campos,Gomez, Palenque,0,Pública,Vivienda,183.64
Agustín Moreno,Parra, Cumandá,0,Pública,Otros,21.76
,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,
Benjamin Alejandro Lopez,Castro, Rocafuerte,0,Pública,Educación,15.46
Ignacio,Gonzalez, Chordeleg,VAL8400,Pública,Educación,45.13
Teresa Augusto,Sisneros,San Lorenzo,NO,Pública,Vivienda,79.17
Ariadna,Huertas, Valencia,0,Pública,Transporte,74.21
Dora Vera,Pablo,∞∞∞,0,$$$,Alimentación,111.82
Renata,Godoy, Atacames,0,Pública,Educación,16.87
Jhon Carlos Romero,Romero, Machala,0,∞∞∞,@@@,26.16
Calisto Eleuterio Saura,Fuentes,Ventanas,0,Pública,Transporte,34.56
María Valderrama,Báez, Santa Ana,0,$$$,Alimentación,56.62
###CORRUPT###,Portero,Arenillas,0,Privada,Educación,32.47
@@@,Bastida,Otavalo,0,Pública,Ocio y personales,32.28
Emelina de,, Atacames,0,Pública,$$$,15.17
Benicio,Barrios, Santa Ana,0,Pública,562844,@@@
Esmeralda Maximiliano,Lebrón,Ventanas,0,Pública,Alimentación,42.52
Alonso Dávila,Ozuna, Alausí,0,Pública,Alimentación,31.9
Porfirio Amanda,Almanza, Jama,0,Pública,Ocio y personales,63.49
Matias Gonzalez,ERR!!,Sangolquí,0,Pública,Otros,35.76
Gael Sanchez,Nuñez,Yantzaza,0,{ERR},Educación,0.0
Alfredo Guerrero,,∞∞∞,0,Pública,@@@,29.17
Dr. Débora,{ERR},Cayambe,0,Pública,Alimentación,161.87
Glauco Cid,Vicente,Guaranda,0,Pública,Vivienda,109.77
,Martinez,Catacocha,NO,Pública,Ninguno,38.96
Giovanni Luis Hernández,Zambrano, Huaca,0,Pública,Vivienda,86.63
<NULL>,Vélez,Puyo,0,###,Vivienda,57.31
María Sandra Suárez,Orozco, Urcuquí,0,Pública,Vivienda,72.41
Sr(a). Timoteo,Franco,Puerto Baquerizo Moreno,0,Privada,511096,13.77
César Paola,Navarrete, Loreto,1,Privada,Ocio y personales,67.84
@@@,Aguilar, Velasco Ibarra,0,Privada,Vivienda,75.28
Renata,Godoy, Atacames,[BAD],Pública,Ocio y personales,0.0
Santino Nicolas Juan Ignacio,Garcia, Santa Isabel,1,Privada,Transporte,119.83
,BROKEN, Buena Fe,0,Pública,Alimentación,72.58
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Bermúdez, La Troncal,1,Privada,Alimentación,261.61
Luciano Benjamin Paulina Gonzalez,Morales,{ERR},0,[BAD],Educación,50.41
Santiago Benjamin Julia Perez,Sanchez,,0,Pública,Transporte,146.24
Renzo Juan Ignacio Sanchez,Perez,Tena,0,Pública,Otros,25.12
@@@,[BAD], Camilo Ponce Enríquez,1,{ERR},Vivienda,206.41
Yudy Carvajal,Mercado, Pimampiro,<NULL>,Pública,Ocio y personales,49.93
Julian Emilia Rodriguez,Gutierrez, San Gabriel,0,Pública,Ocio y personales,28.0
Benjamin Valentina,Juarez,Pujilí,0,Pública,[BAD],6.97
Sr(a). Ciro Benjamin,Gonzalez,BROKEN,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Alimentación,72.7
Eric David,, Chordeleg,0,Pública,Alimentación,179.82
Josep,Meléndez-Tenorio, Pedro Vicente Maldonado,INVALID,Pública,Ocio y personales,24.17
Delfina Flores,Paz,BROKEN,ERR,Pública,Ninguno,59.21
Amelia Espada,Sabater,399774,1,∞∞∞,Otros,53.43
Valerio Tamayo,Díaz, Tabacundo,0,Pública,Educación,34.79
Agustina Milagros,Martin, Sucre,0,Pública,Ocio y personales,41.32
{ERR},Garcia,Baba,0,Pública,Educación,29.61
Renata,Molina, Velasco Ibarra,0,Pública,Otros,17.26
Sr(a). Salvador,Ponce, Balzar,0,Pública,Transporte,20.33
Carla Aparicio,Ramón, Gualaquiza,[BAD],Privada,Ninguno,34.61
Guillermo Montes,Ávila, Cumandá,BROKEN,Pública,Transporte,45.47
Martha María Ramos,Valencia,Latacunga,0,Pública,Transporte,22.32
,∞∞∞,,,,,
Leonardo David,Cotto, Pedernales,0,Pública,Alimentación,25.76
Lola Lobo,Peinado, Loreto,0,Pública,Ocio y personales,17.3
Dolores Luz,Salcedo, Archidona,0,Pública,Educación,28.98
Hugo Belmonte,Porras,Guaranda,0,Pública,Ocio y personales,29.33
∞∞∞,, Mocache,0,Pública,Ninguno,INVALID
Gisela Coloma,Roma, Tabacundo,0,Pública,Otros,30.26
Anunciación Checa,DAMAGED,Caluma,0,Pública,<NULL>,11.24
Arturo Santiago,535606, Sucre,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Otros,88.37
Gerardo Frutos,Morante, Calceta,0,Pública,Vivienda,69.76
Ana,Pichardo,<UNK>,0,Pública,Ocio y personales,20.38
Ever Antonio Ruiz,, Flavio Alfaro,0,Pública,Alimentación,88.06
Rosa Rodríguez,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,DAMAGED,0,Pública,Alimentación,71.84
Eloy Escamilla,Casanova, El Carmen,0,Pública,Alimentación,40.51
Lautaro Benjamin Zoe Jazmin,Franco,Ventanas,0,Pública,Transporte,[BAD]
Vidal Batlle,, Cuenca,0,Pública,Vivienda,149.7
María,López,###CORRUPT###,$$$,,Ninguno,0.0
Cesar,Royo-Cuadrado, Ambato,0,Privada,Alimentación,93.47
Dr. Horacio,Rodarte, Valencia,1,Privada,Transporte,81.57
Gustavo,García,Loja,0,,Educación,26.33
Selena,Rico-Conde, Narcisa de Jesús,0,Pública,Transporte,28.44
,,,,,,
ERR!!,Razo, Huaca,1,Privada,Educación,25.79
Perlita del,Corral, Cañar,0,Privada,Transporte,81.6
María Mabel,Díaz, Montalvo,0,Pública,Ocio y personales,29.87
Aida Humberto,Gastélum,Guaranda,0,Pública,Otros,13.14
Josefina Martina Gutierrez,Romero, Lomas de Sargentillo,0,###,252590,61.0
Angelina Gonzalez,Castillo, Esmeraldas,0,Pública,{ERR},-9999.0
,,<UNK>,,,,
Marisela,Flórez,Puebloviejo,0,∞∞∞,Vivienda,125.2
Alfredo,Rentería, Loreto,0,Pública,Transporte,48.75
Sofía,@@@,Yaguachi,0,Privada,Vivienda,169.35
Chucho Colom,Toledo, Pedro Vicente Maldonado,###CORRUPT###,Pública,Otros,35.23
Edmundo del,Llopis, Paján,<NULL>,Privada,Otros,29.04
Luz,Loaiza,Zamora,0,Pública,Ninguno,0.0
Abril Roma,Bonilla,<UNK>,0,INVALID,Transporte,0.0
Carla Aparicio,Ramón, Gualaquiza,0,Privada,Alimentación,61.83
Luis Jorge Carvajal,Álvarez, Puerto López,0,Pública,Vivienda,154.87
BROKEN,Torres, General Villamil,0,DAMAGED,Alimentación,42.35
{ERR},Ávila, Cumandá,0,Pública,Ocio y personales,36.16
∞∞∞,Arrieta, Balao,0,Pública,Transporte,62.96
Adela Gabino Gallegos de,León, Píllaro,0,Privada,Ocio y personales,ERR
Paula,Aguero,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,NO,Privada,Otros,16.88
BROKEN,Rivero, Daule,0,Pública,Alimentación,79.82
Griselda Zapata,Medina,Puebloviejo,0,Pública,Otros,9.37
Hernán Adela Galarza,Espinal, San Gabriel,0,Pública,,145.81
Olga Lida Acosta,Londoño, Portovelo,0,Pública,Educación,30.8
Alfonso Costa,###CORRUPT###, El Tambo,@@@,Pública,Otros,7.35
Gustavo Sureda,Conde, Calceta,0,Pública,Educación,16.93
Catalina Giovanni Rojas,Garcia,Saquisilí,0,INVALID,Educación,27.25
Dr. Rodolfo,Quintero, Mocache,,Pública,###CORRUPT###,ERR
Rosalva Berenguer,Sastre,Otavalo,1,Privada,Ocio y personales,112.01
Leonor Lebrón,Leyva, Colimes,0,Pública,Transporte,46.11
Santiago,Figueroa,Arenillas,0,,Otros,31.54
Jhon Carlos Romero,Romero, Machala,,Pública,BROKEN,37.81
Juan Ignacio Mateo Agustin,Ramirez,BROKEN,1,<NULL>,Educación,23.82
Agustín Rolando Vall,Menendez, Jama,0,Pública,Educación,18.52
Odalys Calvo,Palmer,Machachi,0,Pública,Alimentación,52.52
Franco,Pereyra,El Triunfo,0,Pública,Educación,DAMAGED
Ana Leonor Salazar,∞∞∞, Pimampiro,VAL7876,Pública,Ocio y personales,49.65
Dr(a). Francisco,Arias,Cayambe,0,$$$,Alimentación,75.09
Jacinto Yáñez,Huguet,<UNK>,0,Pública,Vivienda,56.18
Thiago Garcia,Duarte,Saraguro,0,Pública,Ocio y personales,19.16
Andrés Vergara,Valencia, Chordeleg,0,Pública,Transporte,66.35
Marianela Polo,Lumbreras,Yantzaza,0,Pública,<NULL>,
Luz García,Hurtado,$$$,0,Pública,Vivienda,-500.0
Rosendo Villar,Martí, Catamayo,0,Pública,Educación,19.37
Juan Manuel Maite,Acuña, El Pangui,@@@,Pública,Ocio y personales,60.69
Josefa Coloma,Salom, Cotacachi,1,708290,Vivienda,180.35
Delfina Flores,Paz, Valencia,0,Pública,Alimentación,91.76
Margarita Catalá,Buendía,,0,Pública,Alimentación,###CORRUPT###
Angélica Gabriela,Posada, Muisne,0,Pública,Otros,31.53
Benicio,Barrios, Santa Ana,{ERR},Pública,Vivienda,117.19
Tere Arnal,Rubio, Urcuquí,0,Pública,Educación,48.04
Santiago Martina Benitez,Perez,[BAD],0,Privada,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,21.68
Ariadna Rodolfo Cisneros,Montez, Pedro Vicente Maldonado,INVALID,Pública,Ocio y personales,70.29
Vasco de,Chico, Junín,NO,Pública,Alimentación,27.06
Giuliana Valentino Ponce,Lucero,<UNK>,0,Pública,Ninguno,73.16
Hermelinda Zapata,Casárez, Camilo Ponce Enríquez,0,Pública,Alimentación,56.0
,,DAMAGED,,,,
Emperatriz de,Cañizares,Guaranda,<NULL>,Pública,Alimentación,83.14
Luis Manuel Ocasio,Benítez,Pasaje,0,Pública,Vivienda,154.5
Luciano Jazmin,Martinez, San Miguel de Los Bancos,0,Pública,Educación,21.08
Francisco Thiago Leonel,{ERR},Zaruma,BAD,Pública,Educación,22.5
Blas de,Gual, La Troncal,0,Pública,Vivienda,INVALID
Renata,Godoy, Atacames,0,Pública,Vivienda,68.37
,,,,,,
Luz,Mosquera,Piñas,0,Pública,Transporte,31.19
Morena Milagros Gomez,[BAD], Naranjito,0,Pública,Alimentación,44.5
Evangelina Carrión,Vall,Quinsaloma,0,Pública,Educación,13.92
Luis López,Torres,,0,161598,Ocio y personales,DAMAGED
,Fernandez, Mocache,0,Privada,Educación,36.84
,,INVALID,,,,
Sr(a). Ciro,Ruiz, Machala,0,Pública,Ocio y personales,25.85
,Cerro, Píllaro,1,,<NULL>,252.77
Yudy Forero,Giraldo, Cañar,0,Pública,Ocio y personales,29.87
,<NULL>, La Joya de los Sachas,0,Pública,Vivienda,128.64
Dario Juan Santos,Manrique,El Ángel,1,Privada,Educación,52.24
Manuel Adán Madera,Casas,Montecristi,0,Pública,Alimentación,58.77
Sofía Joaquin,Mendoza, Biblián,[BAD],Pública,Otros,ERR
Benjamin Diaz,<NULL>, Cañar,,Pública,Alimentación,DAMAGED
César Expósito,Rivera, Milagro,1,Privada,Educación,62.23
<NULL>,BROKEN, Portoviejo,0,###CORRUPT###,Educación,XXX
,Maldonado, Naranjito,0,Pública,Ocio y personales,52.95
Lucía Johana,Valencia, Coronel Marcelino Maridueña,0,Privada,Transporte,34.16
Óliver Paola Escobedo,Razo,Baba,0,Pública,Otros,13.21
Sr(a). Lautaro,Gonzalez, Urcuquí,0,Pública,Ocio y personales,45.52
Flavio Mitzy,∞∞∞,Manta,0,Pública,Alimentación,106.46
Amalia,Tirado, Macará,0,Pública,Vivienda,70.09
Sofía Gonzalo Montero,Cano,Latacunga,0,Pública,Ocio y personales,20.32
Javier,Lomeli, Samborondón,$$$,Pública,Ocio y personales,31.62
∞∞∞,Escobar, La Joya de los Sachas,0,Pública,Educación,42.68
Paca,Casado, Santa Rosa,1,Privada,Ocio y personales,<NULL>
###,INVALID, Jipijapa,1,Privada,,135.97
,Muñoz, Palenque,0,Pública,<NULL>,INVALID
Agustin Benitez,Fernandez, Urcuquí,0,Privada,Ocio y personales,71.18
INVALID,Gómez,@@@,0,Pública,Alimentación,135.72
Amada Castelló,DAMAGED, Archidona,0,Privada,Ocio y personales,$$$
Virginia Luisa,Serna, Guano,0,Pública,Alimentación,{ERR}
Íñigo Robledo,Ferreras,Simón Bolívar,0,Pública,Otros,19.33
Henry,Montoya, Cuenca,1,Privada,Ocio y personales,71.12
INVALID,Mascareñas,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1,$$$,Otros,39.48
,,,,[BAD],,
Justina Fernandez,Garcia, Palestina,0,Pública,Ocio y personales,33.14
Hector Gil,Galván,$$$,0,Pública,Transporte,7.72
Luz,Gaitán,Babahoyo,0,Pública,Alimentación,20.58
Lucía Angelina Suarez,Rojas, Cumandá,0,Pública,Educación,154.93
Juliana Catalina Luna,Alvarez,<UNK>,0,Pública,Educación,45.52
,,,,,,
Galo Chus Ros,Iniesta, El Pangui,0,@@@,Alimentación,BROKEN
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Tejada, Samborondón,0,INVALID,Otros,XXX
Soledad Pablo Lovato,Barrera,464283,0,Pública,Alimentación,###CORRUPT###
###,DAMAGED,,,,INVALID,
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Narváez,Otavalo,0,Privada,Transporte,{ERR}
Sandra Luz,Ramírez, Jama,0,Pública,Ocio y personales,34.27
Abel Marisela Toro,[BAD], Palora,0,Pública,Educación,43.6
<NULL>,Planas, Palora,0,Pública,Educación,15.18
Sr(a). Bianca,Castillo,$$$,0,Pública,Transporte,78.88
Édgar,BROKEN,INVALID,1,Privada,Alimentación,218.34
@@@,Juarez,Pujilí,XXX,Pública,Alimentación,86.77
Custodia de,Mora, Baños de Agua Santa,0,Pública,Ocio y personales,45.97
Inocencio del,Prado,∞∞∞,0,Pública,Transporte,70.37
Sr(a). Martina,Nuñez, Gualaquiza,0,Pública,Ocio y personales,99999.0
José Emilio Lucio,Segura,INVALID,0,Pública,Alimentación,102.36
Lucía Valentino,INVALID, Baños de Agua Santa,[BAD],Pública,Alimentación,44.33
Carmen Feliciano,Zepeda, Cariamanga,0,Pública,Educación,21.52
Lilia,Roldán, Portovelo,1,Privada,Alimentación,250.38
Dalia,DAMAGED,Yaguachi,0,DAMAGED,Alimentación,196.99
José Eduardo Virginia Arroyo,Navarrete, Flavio Alfaro,0,Pública,Otros,18.08
Armando Fabio,Guzmán, Cotacachi,1,$$$,Ocio y personales,127.05
Juan Carlos,Varela, Paute,0,Pública,{ERR},81.96
Yaiza Mulet,Abellán, San Miguel,0,Pública,Vivienda,ERR
Aleida Vásquez,Quintero,,0,Privada,Ninguno,241.74
INVALID,,Saraguro,1,Privada,<NULL>,90.45
,,,{ERR},,,
Sr(a). Valentin,Rojas, Tabacundo,{ERR},Pública,Alimentación,143.68
DAMAGED,Parejo, Echeandía,1,Privada,Otros,68.34
Ángel,<NULL>,INVALID,1,Privada,Educación,91.66
Fidel Hermelinda Laureano,Espino, Tosagua,0,Pública,Transporte,34.85
Fidel,Pino-Lerma,San Vicente,0,Pública,Educación,24.57
Ileana del,Jáuregui, Coronel Marcelino Maridueña,0,Pública,<NULL>,205.21
Esteban Pomares,Guardia, Camilo Ponce Enríquez,0,Pública,###,80.12
Matias,Perez,Zaruma,0,Pública,Transporte,19.85
Santiago,Vazquez,Catacocha,0,Pública,Alimentación,184.22
Martina Benitez,Medina, Shushufindi,XXX,Pública,Vivienda,INVALID
Stiven Diego,Parra,Caluma,1,Privada,Vivienda,355.81
Joaquin Sosa,Lopez,Naranjal,0,Pública,Ninguno,22.28
Ileana del,Jáuregui, Coronel Marcelino Maridueña,0,Pública,Ocio y personales,VAL3372
Dr(a). Alma,Aguirre, Gualaquiza,0,,INVALID,77.39
Dulce María Ana Caballero,Porras, Pedernales,0,Pública,Otros,19.79
Adrián Palma,Gárate,BROKEN,1,Privada,Ninguno,<NULL>
Bernardino Quevedo,Agustín, Valdez,0,Pública,Ocio y personales,128.3
María,González, San Miguel,0,Pública,Transporte,19.82
Maria Victoria Mateo Navarro,Vega,Latacunga,0,INVALID,DAMAGED,5.87
INVALID,Cruz,DAMAGED,0,Pública,Transporte,26.11
Valentino Martin,###CORRUPT###, General Villamil,0,Pública,Vivienda,55.46
Ignacio Molina,Farias, Buena Fe,0,Pública,Alimentación,94.0
Florinda Pizarro,Rueda, El Guabo,0,Pública,Otros,[BAD]
Beatriz Toro,INVALID, Calceta,0,Pública,{ERR},42.36
<NULL>,Puerta-Zamora, Santa Lucía,0,Pública,Educación,33.93
William Rincón,Saavedra, Guayaquil,∞∞∞,Privada,Alimentación,VAL2419
Valentina,Arboleda, Puerto López,0,Pública,Vivienda,67.09
,,,,,,
∞∞∞,Bayo,Atuntaqui,0,Pública,Vivienda,154.47
Iván,###CORRUPT###,Tena,0,Privada,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,<NULL>
,Vega, Echeandía,0,$$$,Transporte,95.96
Jesús,González,###,0,@@@,INVALID,183.67
Valentina,Torres,Ventanas,1,Privada,Otros,86.04
Coral Mendoza,Fábregas, San Miguel de Los Bancos,0,Pública,,@@@
Martina Miguel Angel,Alvarez, Valencia,BROKEN,Pública,Ocio y personales,34.85
Ian Ezequiel Morena,Herrera,Jaramijó,0,Pública,Transporte,47.66
$$$,BROKEN,Catacocha,0,Pública,Otros,33.52
Francisco Iglesia,∞∞∞, Baños de Agua Santa,0,Pública,{ERR},27.33
Thiago Gabriel,###,San Vicente,0,<NULL>,Alimentación,139.86
Socorro Luis Páez,Puga, Pelileo,1,Privada,Ocio y personales,65.33
Brayan Torres,Muñoz,<UNK>,DAMAGED,Pública,[BAD],157.25
Sessa,Saucedo, Riobamba,0,Pública,Alimentación,###CORRUPT###
Henry,Márquez,$$$,0,,<NULL>,22.0
Loreto,Bosch, Alamor,0,Pública,863686,37.55
Mtro. Margarita,Osorio, La Maná,0,Pública,Otros,6.08
Sr(a). Gilberto,Huerta,{ERR},0,Pública,Transporte,125.32
Griselda Zapata,@@@,Puebloviejo,0,Pública,Educación,16.01
Lautaro Benjamin,Rivero,Ibarra,0,Pública,Otros,38.28
Saúl Ibarra,Acosta, Loreto,ERR,Pública,Vivienda,90.05
Felicitas Velazquez,Gomez, Bahía de Caráquez,0,Pública,DAMAGED,
Lic. Nicolás,, El Coca,0,272355,Transporte,37.65
Benjamin,Avila, Riobamba,0,Privada,Educación,18.82
DAMAGED,Suárez,Saquisilí,<NULL>,Privada,Ocio y personales,64.49
Dr(a). Martina,Vera, La Troncal,0,Pública,Alimentación,67.57
Josep Tamayo,Morales, Shushufindi,0,Pública,Transporte,114.12
Luca Lisandro,Barrios, Santa Lucía,0,Pública,Alimentación,78.81
INVALID,Palacios,DAMAGED,0,Pública,Educación,66.25
Arturo Ramiro,Bastidas,Sangolquí,1,Privada,Ninguno,52.21
Adriana Valencia,Rivera, Portovelo,0,Pública,Otros,24.23
Valentino,Villalba,$$$,0,Pública,Transporte,16.0
DAMAGED,Flores,Zaruma,0,Pública,<NULL>,0.0
Salvador Juan Manuel,@@@,Zaruma,0,Pública,,100.65
Maria Paz Emilia,Diaz, Huaquillas,0,Pública,Otros,32.05
Fernando Luis Sánchez,Duque, Riobamba,0,Pública,Educación,50.39
Ana Luisa,Venegas,$$$,0,Pública,Alimentación,24.51
Ing. Paola,Romero, Santa Ana,0,Pública,Transporte,123.25
224542,Fernandez, Portovelo,0,Pública,Educación,35.01
Merche,Puga,Atuntaqui,0,Pública,Educación,20.11
Carlos Roger Montoya,676952,Tena,0,Privada,Vivienda,124.72
Ramona Abril,Peñalver, Sucre,0,Pública,Alimentación,103.81
Emilia Sofía,Torres, Quevedo,0,Pública,Educación,95.49
Cecilia Karen,Velásquez,,0,Pública,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,159.9
Álvaro Adrián Sánchez,Giraldo,Baba,0,Pública,Ocio y personales,31.04
Sergio Abraham,Lerma, Bahía de Caráquez,0,Pública,Ocio y personales,40.16
Juana Martina,Juarez, Cotacachi,INVALID,Pública,Otros,$$$
Gael Emma,Silva, El Carmen,0,Pública,Alimentación,109.81
,,,,,,
,∞∞∞,,,,,
Angelina,877127, Archidona,0,Pública,Educación,[BAD]
Adalberto Daza,DAMAGED, Paute,0,Privada,Vivienda,157.97
Virginia Renato Urbina,Muro, San Miguel de Salcedo,0,Pública,Transporte,109.45
,,,,,,
Jackeline Alicia,Rodríguez, Pelileo,0,Pública,{ERR},47.49
Abraham,Jurado,DAMAGED,0,Pública,Otros,68.34
Liliana Paredes,Alfaro,Sucúa,1,Privada,Otros,51.63
Thiago Nicolas Sanchez,Fernandez,Arenillas,0,Pública,DAMAGED,108.87
María Jesús Ricarda Cal,Arnaiz, Montalvo,1,Privada,Otros,24.88
Artemio Lerma,Torre, Gualaceo,0,Pública,Transporte,54.7
Andrea María,Moreno, Alausí,0,Pública,Educación,VAL9432
Bianca Garcia,Ruiz, Urcuquí,0,∞∞∞,Alimentación,90.37
Flavio Lucas,Rocha, Shushufindi,0,Pública,Educación,31.89
Raimundo Anglada,Bravo, Portoviejo,0,Pública,Otros,60.7
Dr(a). Priscila,Quiroga, Chordeleg,0,Pública,Ninguno,19.81
Margarita Garcia,Estevez,Puebloviejo,0,Pública,Ocio y personales,20.63
Ambrosio,Suarez-Ávila,El Triunfo,INVALID,Pública,@@@,30.87
Augusto Thiago Valentin Silva,Gonzalez,Salinas,0,Pública,###CORRUPT###,25.59
Aida,Corrales,Pujilí,0,Pública,Vivienda,126.18
,,,,,,
Ruy,Chamorro, Chone,0,Pública,Otros,58.39
Ramiro,Rivera,DAMAGED,0,Pública,Ocio y personales,28.86
,,,,,,
Sr(a). Santiago,Blanco,Yaguachi,0,Pública,Transporte,[BAD]
∞∞∞,Duran-Vega, Santa Isabel,0,Privada,Ocio y personales,137.08
Haroldo Villalba,Ferrándiz, Rocafuerte,NO,Pública,Educación,36.41
Esperanza Delia,631572,BROKEN,0,DAMAGED,Ocio y personales,20.31
Andrés Alta Gracia Fonseca,Vélez,Saraguro,1,Privada,Alimentación,126.1
Dolores Sofía de,Jesús,[BAD],0,Pública,Transporte,18.48
Minerva Minerva,Lara,Tena,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Transporte,23.93
Magaly,Martínez, Cuenca,0,Pública,Otros,18.26
Porfirio Amanda,Almanza, Jama,0,Pública,Alimentación,182.34
Armando Lourdes,Casares,###CORRUPT###,0,Pública,Alimentación,54.65
Sr(a). Milagros,{ERR}, Milagro,0,$$$,Alimentación,131.03
Benjamin Valentina,,Pujilí,0,Pública,Ocio y personales,35.51
Joaquina,Medina, Flavio Alfaro,0,Pública,@@@,44.53
Catalina Benicio Torres,Ramos, Palestina,0,Pública,Vivienda,80.0
Silvestre del,Noguera,Salitre,0,Pública,Alimentación,61.35
Joaquín Irma Segovia,Saavedra,<UNK>,0,Pública,Ninguno,27.35
Lizeth Corredor,Álvarez,,0,Pública,Vivienda,64.15
Sofía,Diaz, Valencia,0,[BAD],Vivienda,137.0
