nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Ing. Camila,Dávila, Mocache, Los Ríos,-79.5512661,-1.1979,158.63,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-A,Ingeniería Biomédica,Masculino,22,Presencial,Quito,Familiar,Chillogallo,170105
Nancy Margoth,Escobar, Montalvo, Los Ríos,-79.348133,-1.8025855,198.99,Pública,Escuela Politécnica del Ejército (ESPE),7,2023,2023-A,Turismo,Masculino,20,Presencial,Quito,Arrendada,San Jose De Minas,170181
Nahiara Jazmin,Diaz,Babahoyo, Los Ríos,-79.5068917,-1.8762599,214.79,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-A,Ciencia de Datos,Masculino,20,Presencial,Quito,Residencia universitaria,La Floresta,170109
Hermelinda Zapata,Casárez, Camilo Ponce Enríquez, Azuay,-79.5630363,-2.9640696,326.69,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Ingeniería Automotriz,Masculino,19,Presencial,Quito,Arrendada,Puerto Quito,170182
Luisina Romero,Pellicer, Santa Rosa, El Oro,-80.154904,-3.4145538,399.35,Pública,Escuela Politécnica del Ejército (ESPE),12,2024,2024-B,Laboratorio Clínico,Prefiere no decir,19,Presencial,Quito,Arrendada,San Marcos,170114
Miriam,Nogueira,Caluma, Bolívar,-79.1963263,-1.5976675,171.01,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-A,Ingeniería Automotriz,Masculino,18,Presencial,Quito,Familiar,El Beaterio,170123
Sandra Trillo,Camacho,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Privada,Universidad Internacional del Ecuador (UIDE),9,2023,2023-B,Ingeniería Automotriz,No binario,18,Presencial,Quito,Familiar,Calderon (Carapungo),170155
Juan Manuel Milena Vega,Benitez, Guayaquil, Guayas,-80.0983887,-2.2895167,289.88,Privada,Universidad Tecnológica Equinoccial (UTE),8,2025,2025-B,Periodismo,Femenino,26,Presencial,Quito,Arrendada,Condado,170134
Miguel Yeison Vega,Ruiz,Tena, Napo,-78.1083981,-0.9438718,92.16,Pública,Escuela Politécnica Nacional (EPN),12,2025,2025-A,Administración,Femenino,21,Presencial,Quito,Arrendada,Guayllabamba,170163
Germán Raya,Guerrero, Balsas, El Oro,-79.831096,-3.7742179,421.48,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-A,Educación Inicial,Femenino,24,Híbrida,Quito,Arrendada,Quito,170150
Dr(a). Alma,Aguirre, Gualaquiza, Morona Santiago,-78.706485,-3.3277138,346.22,Pública,Universidad Central del Ecuador (UCE),1,2024,2024-A,Ingeniería Agronómica,Femenino,19,Presencial,Quito,Arrendada,San Bartolo,170148
Olga Mosquera,Muñoz, Bahía de Caráquez, Manabí,-80.423572,-0.5999649,216.67,Privada,Pontificia Universidad Católica del Ecuador (PUCE),7,2024,2024-B,Ingeniería Industrial,Masculino,17,En línea,Quito,Familiar,Alfaro (Chimbacalle),170101
Jaime,Delgado, La Libertad, Santa Elena,-80.9077647,-2.2208117,346.98,Pública,Escuela Politécnica del Ejército (ESPE),7,2024,2024-B,Contabilidad,Femenino,18,Presencial,Quito,Familiar,La Ferroviaria,170141
Fabiola Palomo,Sáenz, Riobamba, Chimborazo,-78.6482479,-1.6732765,162.28,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-A,Física,No binario,19,Híbrida,Quito,Arrendada,Guapulo,170108
Verónica,Salas,Simón Bolívar, Guayas,-79.4218634,-2.0424101,226.45,Pública,Universidad Central del Ecuador (UCE),5,2024,2024-B,Ingeniería Civil,Femenino,21,Presencial,Quito,Arrendada,Condado,170134
Catalina Diaz,Ledesma, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Privada,Universidad de las Américas (UDLA),3,2025,2025-B,Ingeniería Petroquímica,Femenino,20,Presencial,Quito,Arrendada,Carcelen,170120
Felipe Sebastián,Salazar, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-B,Administración,Femenino,19,Presencial,Quito,Arrendada,El Quinche,170160
Hernando Fernando,Vargas, Rocafuerte, Manabí,-80.4012121,-0.9032437,223.34,Pública,Universidad Andina Simón Bolívar (UASB),8,2023,2023-A,Biología,Masculino,21,Presencial,Quito,Arrendada,Santa Prisca,170118
Fausto,Carreras,Simón Bolívar, Guayas,-79.4218634,-2.0424101,226.45,Pública,Universidad Central del Ecuador (UCE),6,2025,2025-B,Nutrición,Femenino,21,Presencial,Quito,Arrendada,El Beaterio,170123
Esmeralda Maximiliano,Lebrón,Ventanas, Los Ríos,-79.3351558,-1.3253915,153.21,Pública,Escuela Politécnica Nacional (EPN),11,2023,2023-B,Diseño Gráfico,Femenino,22,Presencial,Quito,Arrendada,La Floresta,170109
Marta Milena,Mosquera, Gualaceo, Azuay,-78.8461586,-2.9180205,302.27,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-B,Psicopedagogía,Masculino,24,Presencial,Quito,Arrendada,Pacto,170172
Sonia,Hernández, Echeandía, Bolívar,-79.2735861,-1.4469547,160.54,Pública,Escuela Politécnica Nacional (EPN),1,2024,2024-B,Ingeniería Agronómica,Femenino,20,Presencial,Quito,Familiar,Eloy Alfaro,170125
Leonel Manzano,Cases, Pelileo, Tungurahua,-78.537307,-1.3573827,126.48,Pública,Escuela Politécnica del Ejército (ESPE),3,2024,2024-B,Ingeniería Química,Femenino,24,Presencial,Quito,Arrendada,Villaflora,170119
Luna Silva,Herrera,Yaguachi, Guayas,-79.9134536,-2.2015355,269.81,Pública,Escuela Politécnica Nacional (EPN),5,2025,2025-B,Ingeniería Química,Masculino,21,Presencial,Quito,Residencia universitaria,Tumbaco,170184
Santiago Isabella Acuña,Suarez, Quevedo, Los Ríos,-79.4776812,-1.0669701,142.78,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-B,Psicología Clínica,Femenino,17,Presencial,Quito,Propia,Condado,170134
Leandra Benavent,Baeza, Montalvo, Los Ríos,-79.348133,-1.8025855,198.99,Pública,Escuela Politécnica Nacional (EPN),1,2024,2024-A,Educación Inicial,Femenino,25,Presencial,Quito,Residencia universitaria,La Ecuatoriana,170140
Ramón Hernán,Briones, San Miguel de Salcedo, Cotopaxi,-78.5907824,-1.043699,91.99,Pública,Escuela Politécnica del Ejército (ESPE),5,2023,2023-A,Biología,Femenino,26,Presencial,Quito,Propia,Cumbaya,170157
Porfirio Peña,Zelaya, Tulcán, Carchi,-77.7172151,0.8115707,144.84,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-B,Odontología,Femenino,22,Presencial,Quito,Familiar,Cotocollao,170103
Lic. María del Carmen,Quintero, Ambato, Tungurahua,-78.6287594,-1.2422413,114.38,Privada,Universidad Tecnológica Equinoccial (UTE),7,2025,2025-A,Ingeniería Mecánica,Masculino,21,Presencial,Quito,Familiar,Belisario Quevedo,170129
Jesús Beltrán,León, San Gabriel, Carchi,-77.835319,0.598485,118.12,Pública,Escuela Politécnica Nacional (EPN),7,2025,2025-B,Educación Física,Femenino,20,Presencial,Quito,Arrendada,Las Cuadras,170128
Matías,Galván,Azogues, Cañar,-78.8467191,-2.7380492,282.43,Pública,Escuela Politécnica del Ejército (ESPE),11,2023,2023-B,Trabajo Social,Masculino,19,Presencial,Quito,Familiar,La Ecuatoriana,170140
Ana Andrea,García,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Privada,Universidad Internacional del Ecuador (UIDE),9,2025,2025-B,Publicidad,Masculino,24,Presencial,Quito,Familiar,Belisario Quevedo,170129
Javiera Soriano,Manuel, Esmeraldas, Esmeraldas,-79.6523847,0.9668153,183.0,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-A,Laboratorio Clínico,Femenino,20,Presencial,Quito,Arrendada,Cotocollao,170103
Ernesto del,Santiago, Sucre, Manabí,-80.4199056,-0.7326786,219.63,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-B,Ingeniería Mecánica,Prefiere no decir,25,Presencial,Quito,Familiar,San Roque,170115
Óscar del,Figuerola, Pedro Carbo, Guayas,-80.3009814,-1.8672671,270.34,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-B,Criminología,Femenino,21,Presencial,Quito,Arrendada,Condado,170134
Manuel Moreno,Bustos,Baba, Los Ríos,-79.6615818,-1.6727698,205.95,Privada,Universidad Tecnológica Equinoccial (UTE),3,2025,2025-A,Medicina,Femenino,19,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Ana María de Jesús,Maldonado, Durán, Guayas,-79.7895887,-2.2127014,263.15,Pública,Escuela Politécnica del Ejército (ESPE),7,2023,2023-A,Administración,Femenino,19,Presencial,Quito,Arrendada,La Concepción,170127
Luis Santiago Bermúdez,Valderrama, Guayaquil, Guayas,-80.0983887,-2.2895167,289.88,Pública,Escuela Politécnica Nacional (EPN),1,2025,2025-B,Ingeniería Química,Femenino,19,Presencial,Quito,Familiar,Yaruquì,170185
Bautista,Gonzalez, El Pangui, Zamora Chinchipe,-78.5473049,-3.6253506,378.66,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Turismo,Masculino,22,Presencial,Quito,Propia,Condado,170134
Juan Martin Benjamin Martinez,Peralta, Píllaro, Tungurahua,-78.5423177,-1.1725302,105.95,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Ingeniería Agronómica,Femenino,17,Presencial,Quito,Propia,Nanegalito,170169
Luis,Arjona-Díez, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Pública,Escuela Politécnica del Ejército (ESPE),5,2025,2025-B,Biología,Masculino,18,Presencial,Quito,Familiar,Ponceano,170144
Dr(a). Santino Gabriel,Lopez, Shushufindi, Sucumbíos,-76.5906945,-0.2885051,213.81,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-B,Marketing,Masculino,24,Presencial,Quito,Arrendada,Condado,170134
León,Herrera, Chone, Manabí,-80.0721599,-0.3828099,174.38,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-B,Biología,Femenino,18,Presencial,Quito,Residencia universitaria,Pifo,170175
Juan Cruz Santino Lopez,Ramirez, Marcabelí, El Oro,-79.9223384,-3.7733434,425.02,Pública,Escuela Politécnica Nacional (EPN),11,2023,2023-A,Administración,Masculino,23,Presencial,Quito,Arrendada,Eloy Alfaro,170125
Antonella Camila Coronel,Gonzalez,Santa Elena, Santa Elena,-80.8576945,-2.2270098,343.18,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Arquitectura,Masculino,17,Presencial,Quito,Propia,Mariscal Sucre,170143
Dolores Morales,Carmona, El Guabo, El Oro,-79.7584498,-3.1629001,355.32,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-A,Marketing,Femenino,24,Presencial,Quito,Arrendada,Mariscal Sucre,170143
Sr(a). Milagros,Molina, Jama, Manabí,-80.2295834,-0.2149489,190.95,Pública,Universidad Central del Ecuador (UCE),11,2025,2025-B,Educación Física,Femenino,17,Presencial,Quito,Arrendada,La Floresta,170109
Santiago Sosa,Navarro, Daule, Guayas,-79.9129307,-1.9200069,244.89,Privada,Universidad de las Américas (UDLA),3,2023,2023-A,Diseño Industrial,Femenino,18,Presencial,Quito,Familiar,Benalcazar,170102
Sofia Molina,Blanco,Piñas, El Oro,-79.7832238,-3.7106809,413.02,Pública,Instituto de Altos Estudios Nacionales (IAEN),6,2025,2025-A,Ciencia de Datos,Masculino,22,Presencial,Quito,Familiar,Rumipamba,170147
Juan Ignacio,Valdez, Palora, Morona Santiago,-77.9675269,-1.6981449,175.15,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-B,Criminología,Masculino,21,Presencial,Quito,Arrendada,El Beaterio,170123
Hugo Pedro,Alcaraz, Pedernales, Manabí,-79.8451737,0.0693259,151.66,Privada,Universidad de las Américas (UDLA),2,2025,2025-B,Derecho,Femenino,23,Presencial,Quito,Familiar,Chillogallo,170105
Francisco Mansilla,Gomez,Saraguro, Loja,-79.3063889,-3.5269465,378.14,Privada,Universidad de las Américas (UDLA),10,2024,2024-B,Biología,Masculino,17,Presencial,Quito,Arrendada,Belisario Quevedo,170129
Josep Manzanares,Verdú, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Pública,Escuela Politécnica del Ejército (ESPE),9,2025,2025-A,Arquitectura,Masculino,20,Presencial,Quito,Arrendada,La Vicentina,170112
Gerardo Puentes,Vargas, Montalvo, Los Ríos,-79.348133,-1.8025855,198.99,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-B,Ingeniería Mecánica,Masculino,19,Presencial,Quito,Familiar,Nayón,170170
Elias,Zamudio,Jaramijó, Manabí,-80.6134583,-0.9743883,248.22,Privada,Universidad Internacional del Ecuador (UIDE),6,2025,2025-A,Administración,Femenino,18,Presencial,Quito,Arrendada,Amaguaña,170152
Gerónimo Pedroza,Molina, Balsas, El Oro,-79.831096,-3.7742179,421.48,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-A,Ingeniería en Sistemas,Femenino,22,Híbrida,Quito,Familiar,La Ferroviaria,170141
Isabel,Jiménez, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-B,Ingeniería Química,Femenino,23,Presencial,Quito,Arrendada,Condado,170134
Tomàs Pilar,Romero, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-B,Diseño Gráfico,Masculino,20,En línea,Quito,Arrendada,Mindo,170167
Paula,Aguero, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,Privada,Universidad Politécnica Salesiana (UPS),12,2024,2024-B,Diseño de Modas,Masculino,24,Presencial,Quito,Arrendada,Chilibulo,170131
Lic. Eugenia,Partida, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Pública,Escuela Politécnica del Ejército (ESPE),4,2024,2024-B,Ciencia de Datos,Masculino,19,Presencial,Quito,Arrendada,Nono,170171
Petrona Suárez,Piquer, Guano, Chimborazo,-78.6578385,-1.539923,147.64,Pública,Universidad Central del Ecuador (UCE),11,2023,2023-B,Gastronomía,Femenino,24,Presencial,Quito,Arrendada,Gualea,170161
Guillermina Martina,Gimenez, Cotacachi, Imbabura,-78.4507013,0.3955234,68.8,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-A,Ingeniería Industrial,Femenino,22,Presencial,Quito,Familiar,Santa Barbara,170117
Xiomara Marina,Silva, Píllaro, Tungurahua,-78.5423177,-1.1725302,105.95,Privada,Universidad Tecnológica Equinoccial (UTE),7,2025,2025-A,Ingeniería Ambiental,Masculino,17,Presencial,Quito,Residencia universitaria,Chaupicruz (La Concepcion),170104
Joaquín Ramirez,Ferreyra, Balsas, El Oro,-79.831096,-3.7742179,421.48,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-A,Ingeniería Automotriz,Masculino,25,Presencial,Quito,Propia,El Quinche,170160
Mariano Jaimes,Mireles,Zaruma, El Oro,-79.5131743,-3.5111939,382.47,Privada,Universidad Politécnica Salesiana (UPS),9,2024,2024-B,Química,Masculino,19,Presencial,Quito,Familiar,Calderon (Carapungo),170155
Mia Jazmin Roldan,Mendez, Milagro, Guayas,-79.5552042,-2.1179635,240.77,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-A,Diseño Industrial,Femenino,24,Presencial,Quito,Arrendada,San Sebastian,170116
Lucía Angelina Suarez,Rojas, Cumandá, Chimborazo,-79.103584,-2.2108666,230.91,Pública,Escuela Politécnica del Ejército (ESPE),1,2025,2025-B,Comercio Exterior,Femenino,21,Híbrida,Quito,Arrendada,San Isidro Del Inca,170149
Maximiano del,Gordillo,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Pública,Escuela Politécnica del Ejército (ESPE),1,2023,2023-B,Física,Masculino,21,Presencial,Quito,Arrendada,Conocoto,170156
Ariel Cabrera,Salcedo, Palenque, Los Ríos,-79.7182552,-1.3353343,182.63,Pública,Escuela Politécnica del Ejército (ESPE),9,2023,2023-A,Ingeniería Electrónica,Prefiere no decir,23,Presencial,Quito,Arrendada,Nanegal,170168
Alicia Amalia Meléndez,Badillo, Pedro Carbo, Guayas,-80.3009814,-1.8672671,270.34,Pública,Escuela Politécnica Nacional (EPN),11,2023,2023-A,Administración,Masculino,23,Presencial,Quito,Propia,Quito,170150
Eduardo Carlos,Contreras, La Joya de los Sachas, Orellana,-76.8611463,-0.3161424,183.91,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Ingeniería Industrial,Masculino,20,Presencial,Quito,Arrendada,La Libertad,170110
Delia Arcelia,Olivas, Guano, Chimborazo,-78.6578385,-1.539923,147.64,Pública,Escuela Politécnica del Ejército (ESPE),4,2025,2025-A,Laboratorio Clínico,Masculino,22,Presencial,Quito,Arrendada,La Floresta,170109
Rodolfo,Collazo, Nueva Loja, Sucumbíos,-76.8834932,0.0850591,184.27,Pública,Universidad Central del Ecuador (UCE),9,2023,2023-B,Criminología,Femenino,22,Presencial,Quito,Arrendada,Condado,170134
Teodoro,Hernández, Pelileo, Tungurahua,-78.537307,-1.3573827,126.48,Privada,Pontificia Universidad Católica del Ecuador (PUCE),3,2023,2023-A,Artes Visuales,Masculino,21,Presencial,Quito,Arrendada,Benalcazar,170102
Vicente Tiziano Valentin Medina,Garcia, Chone, Manabí,-80.0721599,-0.3828099,174.38,Pública,Escuela Politécnica Nacional (EPN),7,2023,2023-A,Nutrición,Masculino,20,Presencial,Quito,Arrendada,San Marcos,170114
Margarita Montaño,Villagómez,Baba, Los Ríos,-79.6615818,-1.6727698,205.95,Pública,Escuela Politécnica del Ejército (ESPE),6,2025,2025-A,Ingeniería Petroquímica,Prefiere no decir,21,Presencial,Quito,Familiar,San Marcos,170114
Santiago Cruz,Suárez,Azogues, Cañar,-78.8467191,-2.7380492,282.43,Pública,Escuela Politécnica del Ejército (ESPE),8,2025,2025-A,Criminología,Femenino,25,Presencial,Quito,Arrendada,Mariscal Sucre,170143
Santino,Alvarez, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Universidad Central del Ecuador (UCE),11,2025,2025-A,Gastronomía,Femenino,20,Presencial,Quito,Familiar,El Quinche,170160
Darío,Jiménez,Bucay, Guayas,-79.1376329,-2.2004367,230.91,Pública,Escuela Politécnica del Ejército (ESPE),9,2024,2024-B,Ingeniería Petroquímica,Masculino,24,Presencial,Quito,Arrendada,El Salvador,170106
Benjamin Santino Ezequiel Vargas,Valdez, Balsas, El Oro,-79.831096,-3.7742179,421.48,Pública,Escuela Politécnica Nacional (EPN),5,2024,2024-A,Psicología,Femenino,19,Presencial,Quito,Familiar,Perucho,170174
Octavio Francisco Figueroa,Diaz,Jaramijó, Manabí,-80.6134583,-0.9743883,248.22,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-A,Psicología,Femenino,18,Presencial,Quito,Familiar,San Marcos,170114
Mtro. Victoria,Chapa, Milagro, Guayas,-79.5552042,-2.1179635,240.77,Pública,Universidad Central del Ecuador (UCE),3,2025,2025-A,Ciencia de Datos,Femenino,29,Presencial,Quito,Familiar,San Jose De Minas,170181
Fabián Saez,Aragonés,Saraguro, Loja,-79.3063889,-3.5269465,378.14,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-B,Contabilidad,Masculino,22,Presencial,Quito,Arrendada,Puembo,170179
María Jiménez,Cano, Urcuquí, Imbabura,-78.1941499,0.4172921,79.22,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-B,Física,Masculino,22,Presencial,Quito,Arrendada,Mariscal Sucre,170143
César Paola,Navarrete, Loreto, Orellana,-77.3252738,-0.6471884,140.27,Privada,Universidad Tecnológica Indoamérica (UTI),8,2025,2025-B,Gastronomía,Femenino,22,Presencial,Quito,Residencia universitaria,Benalcazar,170102
Carmen Luna,Ramos,Quinsaloma, Los Ríos,-79.3468998,-1.1460552,138.6,Privada,Universidad Internacional del Ecuador (UIDE),11,2025,2025-B,Educación Física,Masculino,24,Presencial,Quito,Arrendada,Checa (Chilpa),170159
Roberto Felipe,García,Pujilí, Cotopaxi,-78.8559205,-1.0077046,95.54,Pública,Escuela Politécnica Nacional (EPN),6,2024,2024-B,Ingeniería Biomédica,Femenino,22,Presencial,Quito,Arrendada,San Marcos,170114
Porfirio,Navarrete, San Miguel de Salcedo, Cotopaxi,-78.5907824,-1.043699,91.99,Pública,Universidad Andina Simón Bolívar (UASB),8,2024,2024-A,Química,Masculino,23,Presencial,Quito,Arrendada,Las Cuadras,170128
Adoración Lamas,Casals, Balao, Guayas,-79.7180498,-2.8852516,325.24,Privada,Pontificia Universidad Católica del Ecuador (PUCE),9,2025,2025-A,Artes Visuales,Masculino,18,Presencial,Quito,Familiar,Alfaro (Chimbacalle),170101
Felicitas Felicitas Nuñez,Paz,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Privada,Universidad Politécnica Salesiana (UPS),4,2023,2023-A,Laboratorio Clínico,Masculino,23,Presencial,Quito,Arrendada,Calacali,170154
Gladys Leidy,Beltrán, Muisne, Esmeraldas,-79.8817211,0.5387247,174.09,Pública,Universidad Central del Ecuador (UCE),1,2025,2025-B,Ingeniería Mecánica,Femenino,20,Presencial,Quito,Familiar,Nanegalito,170169
Paula Yolanda Restrepo,Bermúdez, Santa Lucía, Guayas,-80.0426304,-1.7145863,237.82,Privada,Universidad Tecnológica Equinoccial (UTE),1,2025,2025-B,Química,Masculino,22,Presencial,Quito,Familiar,Alfaro (Chimbacalle),170101
Valentino Leiva,Sanchez, Urcuquí, Imbabura,-78.1941499,0.4172921,79.22,Privada,Universidad de las Américas (UDLA),10,2023,2023-A,Física,Masculino,17,Presencial,Quito,Arrendada,Checa (Chilpa),170159
