nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Ing. Darío,Olivares,Machachi,,-78.6516915,-0.4984774,34.61,Pública,Escuela Politécnica del Ejército (ESPE),7,2099X,2024-A,Arquitectura,Masculino,19,Presencial,Quito,Arrendada,San Jose De Minas,170181
Jeremias,INVALID, Mocache, Los Ríos,-79.5512661,-1.1979,158.63,±§¶,Universidad Central del Ecuador (UCE),10,2023,2023-B,Administración,Femenino,21,Presencial,Quito,±§¶,Santa Barbara,170117
Matilda Correa,Cabrera, Machala, El Oro,-79.9512804,-3.3148937,379.46,Pública,∞∞∞,11,2099X,2023-A,Derecho,<NULL>,23,Presencial,<NULL>,Arrendada,Nanegal,INVALID
Socorro Cruz,Andrés,Bucay, Guayas,-79.1376329,-2.2004367,230.91,BROKEN,Universidad Central del Ecuador (UCE),7,2025,2025-A,Medicina,Femenino,20,Presencial,Quito,Residencia universitaria,Iñaquito,170135
Dr. Jaime,Calderón, Riobamba, Chimborazo,-78.6482479,-1.6732765,162.28,Pública,Escuela Politécnica del Ejército (ESPE),12,2025,2025-A,{BAD},Masculino,BROKEN,Presencial,@@@,Familiar,176674,170103
Claudia Arcelia Guevara,Bermúdez, Biblián, Cañar,-78.9802821,-2.6748261,277.86,,Universidad San Francisco de Quito (USFQ),12,2024,2024-B,Administración,Femenino,,INVALID,Quito,Arrendada,Benalcazar,170102
Guillermo,Hoyos, Jipijapa,,-80.6124982,-1.5158193,274.37,Pública,Universidad Central del Ecuador (UCE),{BAD},2023,2023-A,Diseño de Modas,Masculino,19,Presencial,Quito,Arrendada,Quitumbe,170146
Dr(a). Lucas Benjamin,Diaz, Catamayo, Loja,-79.403789,-3.9912144,430.86,Pública,Escuela Politécnica Nacional (EPN),10,VAL4441,2024-A,Matemáticas,Femenino,22,Presencial,Quito,Familiar,San Sebastian,170116
María Montenegro,Giraldo, Palestina, Guayas,-79.9273316,-1.6318981,222.24,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-B,Medicina,Masculino,22,Presencial,Quito,172881,Mindo,170167
Cristina,Molina, Chordeleg,@@@,-78.7307218,-2.9844675,308.33,Pública,Universidad Central del Ecuador (UCE),BROKEN,2023,2023-B,Comunicación Social,Masculino,18,Presencial,Quito,INVALID,Quitumbe,170146
Mónica Isaac Madrid,Uribe, Macará, Loja,-79.9154486,-4.3490358,484.84,Pública,Escuela Politécnica Nacional (EPN),9,2023,2023-B,Ingeniería Civil,<NULL>,23,Presencial,Quito,Propia,Chillogallo,VAL6853
Juanito Ariza,Castejón,, El Oro,-79.9223384,-3.7733434,425.02,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,6,2024,2024-A,,Femenino,25,Presencial,Quito,<NULL>,Puerto Quito,170182
Dary Laura Figueroa,Rodríguez,El Ángel, Carchi,-77.9396301,0.6211998,113.17,@@@,Pontificia Universidad Católica del Ecuador (PUCE),8,2023,2023-A,NO DEFINIDA,Femenino,19,Presencial,Quito,Arrendada,Calacali,170154
Manuel Andrés Martínez,Quintero, General Villamil,INVALID,-80.4261454,{BAD},338.99,INVALID,Pontificia Universidad Católica del Ecuador (PUCE),12,2024,2024-A,Tecnologías de la Información,,20,INVALID,Quito,Propia,Centro Historico,170130
Maribel,Camacho, Gualaceo, Azuay,-78.8461586,-2.9180205,302.27,Privada,Universidad Internacional del Ecuador (UIDE),7,2023,,Diseño Industrial,Femenino,21,Presencial,Quito,Arrendada,Calderon (Carapungo),BAD
Jeremias Martina Flores,Diaz, Santa Lucía,###CORRUPT###,-80.0426304,-1.7145863,237.82,Pública,Escuela Politécnica Nacional (EPN),10,2023,2023-A,Diseño de Modas,Masculino,1000000000000.0,Presencial,Quito,Familiar,Nanegalito,170169
<NULL>,Daza, Sucre, Manabí,-80.4199056,-0.7326786,219.63,INVALID,BROKEN,3,2024,2024-B,Ingeniería Mecánica,Masculino,,En línea,Quito,INVALID,Chaupicruz (La Concepcion),170104
Manuel Carrillo,Rendón, Colimes, Guayas,-80.0818751,-1.5161582,226.31,Pública,Universidad Central del Ecuador (UCE),3,<NULL>,2023-A,Contabilidad,Masculino,22,Presencial,Quito,Familiar,Mariscal Sucre,170143
Lina Andrea Arias,Gómez, Echeandía, Bolívar,-79.2735861,-1.4469547,160.54,Pública,Universidad Central del Ecuador (UCE),2,1000000000000.0,{BAD},Educación Básica,No binario,20,<script>,Quito,Arrendada,@@@,170126
Tiziano Benjamin,Blanco,Tena, Napo,-78.1083981,-0.9438718,92.16,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-B,Química,Femenino,17,Presencial,@@@,Residencia universitaria,Puerto Quito,###CORRUPT###
Bautista Romero,Sanchez, Quevedo, Los Ríos,-79.4776812,-1.0669701,142.78,Pública,BROKEN,8,2025,2025-A,Biología,Femenino,22,Presencial,Quito,Propia,,170103
José Emilio Lucio,782628,Pujilí, Cotopaxi,-78.8559205,-1.0077046,95.54,Pública,,3,2023,INVALID,Ciencia de Datos,Masculino,21,Presencial,Quito,Arrendada,La Concepción,170127
Belen Jordán,España, Santa Ana, Manabí,-80.2631268,-1.1944701,222.78,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-B,Educación Inicial,Femenino,21,Presencial,Quito,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Quitumbe,170146
Angélica Azorin,Cerro, Píllaro, Tungurahua,-78.5423177,-1.1725302,105.95,Privada,Universidad Tecnológica Indoamérica (UTI),10,2099X,2025-A,Negocios Internacionales,Femenino,25,Presencial,Quito,Arrendada,Alfaro (Chimbacalle),170101
Luz,Erazo, Cotacachi, Imbabura,-78.4507013,0.3955234,68.8,Pública,Universidad Central del Ecuador (UCE),11,2024,2024-A,Odontología,###CORRUPT###,20,Presencial,Quito,Arrendada,Yaruquì,170185
Eduardo Cristina,Nájera, Guayaquil, Guayas,-80.0983887,-2.2895167,289.88,Privada,Universidad de las Américas (UDLA),10,2025,2025-B,Tecnologías de la Información,Masculino,19,Presencial,<NULL>,Propia,La Magdalena,170111
Josefina Lisandro Navarro,Acosta,BROKEN, Loja,-79.6497578,{BAD},444.24,Pública,Escuela Politécnica Nacional (EPN),6,2025,2025-B,Ingeniería Industrial,Femenino,21,Presencial,Quito,Familiar,La Magdalena,VAL3672
Eutimio de,Vives, Coronel Marcelino Maridueña, Guayas,-79.3861649,-2.2333628,244.02,Privada,Universidad Internacional del Ecuador (UIDE),###CORRUPT###,2025,2025-A,Turismo,Femenino,BROKEN,Presencial,@@@,Familiar,Benalcazar,170102
Sr(a). Óscar,González, Balzar, Guayas,-79.9367148,-1.3062992,199.16,Pública,Escuela Politécnica del Ejército (ESPE),12,2025,@@@,###CORRUPT###,Femenino,18,Presencial,Quito,Familiar,La Magdalena,170111
Dr(a). Maia,Silva,Cayambe, Pichincha,-77.9889555,0.0251586,64.27,Pública,Escuela Politécnica del Ejército (ESPE),9,{BAD},2025-A,Artes Visuales,Masculino,22,Presencial,Quito,Familiar,Lloa,170166
Barbara Rufino de la,Fuente, Flavio Alfaro, Manabí,-79.844538,-0.3242859,148.59,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-A,Fisioterapia,Masculino,BAD,Presencial,Quito,Arrendada,Itchimbia,170136
Laura Benjamín Vergara,Villagómez,Sucúa, Morona Santiago,-78.1727383,,251.46,Privada,Universidad Tecnológica Indoamérica (UTI),8,2025,2025-A,Biología,Masculino,25,Presencial,Quito,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Checa (Chilpa),170159
,,,,-9999,,,,,,,,,,,,,,,
Dr(a). Benjamin,Sanchez,Zaruma, El Oro,-79.5131743,{BAD},INVALID,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,INVALID,2025,2025-B,Química,Femenino,20,Presencial,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,Cotocollao,170103
,Londoño, Portovelo, El Oro,-79.6172038,-3.7152273,407.56,Pública,Universidad Central del Ecuador (UCE),8,BAD,2024-B,Hotelería,INVALID,18,Presencial,Quito,Arrendada,Comite Del Pueblo,170133
Águeda Leiva,Perales, Nueva Loja, Sucumbíos,-76.8834932,0.0850591,184.27,Pública,Universidad Central del Ecuador (UCE),,2025,2025-B,Educación Básica,Femenino,22,Presencial,Quito,Familiar,La Mena,170142
Rubén Ortega,Andrade,Machachi, Pichincha,-78.6516915,-0.4984774,34.61,Pública,505427,6,2023,2023-B,Educación Básica,Masculino,24,Presencial,Quito,Arrendada,El Salvador,170106
Javier Daniel,Restrepo, Cuenca,BROKEN,-79.0041726,-2.8974072,302.67,,Universidad San Francisco de Quito (USFQ),BROKEN,2024,2024-B,Derecho,Femenino,22,Presencial,Quito,Familiar,Cumbaya,170157
Ignacio,Gonzalez, Chordeleg,,-78.7307218,-2.9844675,308.33,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-A,Criminología,Masculino,17,Presencial,Quito,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,La Floresta,170109
Uriel,Torres, General Villamil, Guayas,-80.4261454,-2.5937913,338.99,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Universidad Central del Ecuador (UCE),1,2023,2023-B,NO DEFINIDA,Prefiere no decir,ERR,Presencial,Quito,Propia,La Ferroviaria,170141
Eufemia Reig,Pinedo, Machala,@@@,-79.9512804,-3.3148937,379.46,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-B,Ingeniería Electrónica,Masculino,19,Presencial,Quito,INVALID,Llano Chico,170165
Carmen Arévalo,Reyes, Santo Domingo,INVALID,-79.1686724,-0.2546212,73.08,Privada,Universidad de las Américas (UDLA),5,2024,2024-B,Trabajo Social,Femenino,18,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Juan Pablo Lisandro,Cruz,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Pública,Escuela Politécnica Nacional (EPN),3,2023,2023-A,Ingeniería Petroquímica,Masculino,18,Presencial,BROKEN,Arrendada,,170171
Jovita Fuertes,Ribera,BROKEN, Azuay,###CORRUPT###,-2.9844675,308.33,201306,Universidad Internacional del Ecuador (UIDE),8,2024,2024-A,Publicidad,Masculino,23,Presencial,Quito,Arrendada,Chilibulo,170131
Lautaro Nicolas Lisandro,Alvarez, Huaquillas, El Oro,-80.184453,-3.4756231,406.89,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Periodismo,Masculino,22,Presencial,Quito,Arrendada,Gonzalez Suarez,170107
Thiago Lautaro Benjamin,Perez, Jujan, Guayas,-79.5495283,-1.9494337,INVALID,@@@,Universidad Tecnológica Indoamérica (UTI),11,2024,2024-B,,Femenino,19,BROKEN,<NULL>,Arrendada,Calacali,170154
Agustin Benitez,, Urcuquí, Imbabura,-78.1941499,200,,Privada,Universidad Tecnológica Equinoccial (UTE),1,2025,2025-B,Nutrición,Femenino,22,Presencial,Quito,Familiar,Centro Historico,170130
Elvira,Sotelo, Ambato, Tungurahua,{BAD},-1.2422413,114.38,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-A,Ingeniería Biomédica,,20,Presencial,Quito,Arrendada,Condado,INVALID
Martina Rius,Huerta,INVALID, Bolívar,-79.0576662,200,148.56,Pública,Escuela Politécnica del Ejército (ESPE),<NULL>,2023,2023-B,Comunicación Social,Masculino,20,Presencial,Quito,Arrendada,Zàmbiza,170186
Yago Balduino Rodríguez,Benavente,Catarama,BROKEN,-79.4750201,-1.5692196,184.28,Pública,Escuela Politécnica Nacional (EPN),0,2024,2024-A,Ingeniería Civil,Masculino,21,INVALID,Quito,Arrendada,Cotocollao,<NULL>
INVALID,,,±§¶,,,,,,,,,,,,,,,,
Fabián Jhon,Meza,BROKEN, Imbabura,-78.219615,0.3316022,69.45,Pública,Escuela Politécnica Nacional (EPN),INVALID,2025,2025-A,Administración,Femenino,24,Presencial,Quito,Arrendada,Conocoto,170156
Fito Quero,Campos, Shushufindi, Sucumbíos,-76.5906945,-0.2885051,213.81,Pública,Universidad Central del Ecuador (UCE),8,2025,2025-A,Biología,Femenino,20,Presencial,Quito,Arrendada,San Marcos,170114
Felipe Nuñez,BROKEN,!ERROR!, Guayas,-80.3009814,-1.8672671,270.34,Pública,Universidad Central del Ecuador (UCE),4,2024,2024-B,Periodismo,Masculino,21,Presencial,Quito,Arrendada,Cotocollao,170103
Emiliano,Pacheco,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX, Loja,-79.5559525,-4.326038,471.04,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-B,Negocios Internacionales,Femenino,22,Presencial,Quito,Arrendada,El Beaterio,170123
Thiago Agustin Juan Ignacio Coronel,Diaz, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,BROKEN,Pública,@@@,1,2025,2025-A,Ingeniería Agronómica,Femenino,21,Presencial,Quito,Arrendada,Puengasi,170145
Claudio Aponte,Granados,Tena, Napo,-78.1083981,-0.9438718,92.16,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-B,Psicología,Femenino,23,Presencial,Quito,Familiar,Pedro Vicente Maldonado,170173
Verónica Beatriz Navarro,Londoño,Ventanas, Los Ríos,-79.3351558,-1.3253915,153.21,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Derecho,Masculino,18,Presencial,Quito,Arrendada,San Marcos,170114
Octavio Lozano,Aparicio, Nueva Loja, Sucumbíos,-76.8834932,0.0850591,184.27,Privada,Universidad de las Américas (UDLA),0,2025,2025-B,Diseño Gráfico,,17,Híbrida,Quito,Familiar,Belisario Quevedo,170129
Ligia,Dominguez-Casal, El Tambo, Cañar,-78.9133964,200,,Pública,Escuela Politécnica Nacional (EPN),10,2024,2024-A,Contabilidad,###CORRUPT###,21,Presencial,Quito,Arrendada,,170149
Felipe Romero,Alvarez, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Escuela Politécnica Nacional (EPN),3,VAL3435,2023-A,Ingeniería Ambiental,Masculino,21,Presencial,Quito,Familiar,Cochapamba,170132
Ian Benjamin Martín,Arias, San Miguel, Bolívar,-79.127262,-1.8120574,-50,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-B,Ciencia de Datos,Masculino,18,Presencial,INVALID,Arrendada,Zàmbiza,170186
Dolores Morales,Carmona, El Guabo, El Oro,-79.7584498,-3.1629001,355.32,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-A,Marketing,Femenino,24,Presencial,Quito,Arrendada,Mariscal Sucre,170143
Anabel,Alcalá-Juárez, Gualaquiza, Morona Santiago,-78.706485,???,346.22,Pública,Escuela Politécnica del Ejército (ESPE),10,2025,2025-A,Educación Básica,Masculino,18,Presencial,Quito,Familiar,La Concepción,170127
Julieta Lola,Luna, Balao, Guayas,-79.7180498,INVALID,325.24,Pública,Escuela Politécnica del Ejército (ESPE),0,2023,2023-B,BROKEN,Masculino,19,Presencial,Quito,Residencia universitaria,La Ecuatoriana,170140
,,,,,,,,,,,,,,,,,,,
Camila,###CORRUPT###,Babahoyo, Los Ríos,-79.5068917,-1.8762599,214.79,Pública,Universidad Central del Ecuador (UCE),1,2025,2025-A,Diseño Gráfico,Masculino,,Presencial,,725007,San Roque,170115
Dr(a). Gonzalo,Vargas,, Guayas,-80.4261454,-2.5937913,338.99,Privada,Pontificia Universidad Católica del Ecuador (PUCE),2,2025,2025-B,Enfermería,Femenino,20,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),170153
Evelio Dalia Ortega,Rincón, La Libertad, Santa Elena,-80.9077647,-2.2208117,346.98,Pública,Escuela Politécnica del Ejército (ESPE),ERR,2024,2024-A,Derecho,Masculino,21,Presencial,Quito,Arrendada,Villaflora,170119
Ana Aranda,Velásquez,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Pública,Universidad Central del Ecuador (UCE),5,2025,,Psicología Clínica,Masculino,<NULL>,Presencial,Quito,Arrendada,La Floresta,170109
INVALID,Juarez, Muisne, Esmeraldas,-79.8817211,0.5387247,174.09,Pública,Escuela Politécnica Nacional (EPN),8,2024,2024-A,Gastronomía,No binario,24,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,###CORRUPT###,Propia,Nono,170171
,,,,BROKEN,,,,,,BROKEN,,,,,,,,,
Severiano Abel Ocaña,<script>,, Manabí,-80.6124982,-1.5158193,274.37,Pública,Universidad Central del Ecuador (UCE),###CORRUPT###,2023,2023-B,Psicología Clínica,INVALID,21,<NULL>,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Propia,###CORRUPT###,170132
María Teresa Concepción Guajardo,Corona, Paute, Azuay,-78.7362416,-2.7468493,282.05,Pública,Universidad Central del Ecuador (UCE),BROKEN,2024,2024-B,Comercio Exterior,Masculino,19,En línea,{BAD},Arrendada,Guamani,170126
Íñigo Robledo,@@@,Simón Bolívar, Guayas,-79.4218634,-2.0424101,226.45,Pública,Universidad Andina Simón Bolívar (UASB),BROKEN,2024,2024-B,NO DEFINIDA,Femenino,###CORRUPT###,Presencial,Quito,Residencia universitaria,Puengasi,<NULL>
Isidoro Vergara,Plana,Arenillas, El Oro,-80.0974316,-3.5859238,413.63,Pública,Escuela Politécnica del Ejército (ESPE),5,@@@,2025-B,Psicopedagogía,{BAD},150,Presencial,Quito,@@@,Llano Chico,170165
Guadalupe Soler,Chaparro,<script>, Azuay,-78.8461586,-2.9180205,302.27,Pública,Escuela Politécnica Nacional (EPN),6,2025,2025-A,Criminología,Femenino,22,Presencial,Quito,Familiar,Nayón,{BAD}
Claudio José María,Vanegas, Valdez, Esmeraldas,-78.9826345,1.2489838,171.53,Pública,Universidad Central del Ecuador (UCE),11,2024,2024-B,Publicidad,Masculino,18,Presencial,Quito,!ERROR!,Nanegal,170168
Natalia,Zapata, Bahía de Caráquez, Manabí,-80.423572,-0.5999649,216.67,Pública,Escuela Politécnica Nacional (EPN),###CORRUPT###,2099X,2023-B,Física,Masculino,17,BROKEN,Quito,Arrendada,La Floresta,170109
Tiburcio Castillo,Peña,Bucay, Guayas,-79.1376329,-2.2004367,230.91,Pública,Escuela Politécnica del Ejército (ESPE),12,2023,2023-A,Ingeniería Electrónica,Masculino,23,Presencial,Quito,,Santa Prisca,170118
Dr. Rodolfo,BROKEN, Mocache, Los Ríos,-79.5512661,-1.1979,ERR,Pública,<script>,4,2024,2024-A,###CORRUPT###,Masculino,17,Presencial,Quito,Familiar,El Salvador,170106
María Laura,Castrillón, Coronel Marcelino Maridueña, Guayas,-79.3861649,-2.2333628,244.02,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-A,,Masculino,23,Presencial,INVALID,Residencia universitaria,San Isidro Del Inca,170149
Luis Miguel,Romo, Mocache, Los Ríos,-79.5512661,-1.1979,158.63,Pública,Universidad Central del Ecuador (UCE),,2025,2025-B,Arquitectura,Masculino,20,Presencial,###CORRUPT###,Propia,Guangopolo,170162
Juan Manuel Sofia Rojas,, Narcisa de Jesús, Guayas,-80.2384404,-1.6118103,246.52,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-B,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Masculino,21,Presencial,Quito,Arrendada,El Salvador,170106
Teodoro Carrero,Carrillo,{BAD}, Morona Santiago,-78.1175466,-2.3046252,235.9,Pública,Universidad Central del Ecuador (UCE),11,2024,,INVALID,Femenino,ERR,Presencial,Quito,Arrendada,La Floresta,170109
Elvia,Saldivar, Calceta,###CORRUPT###,-80.1640382,-0.8480934,196.48,Pública,Universidad Central del Ecuador (UCE),5,2023,INVALID,Ingeniería Ambiental,@@@,19,Presencial,Quito,Arrendada,Condado,170134
,,,,-9999,,,,,,,,,,,,,,,
@@@,Cuéllar, Rocafuerte, Manabí,-80.4012121,-0.9032437,223.34,Pública,Escuela Politécnica Nacional (EPN),4,2023,2023-A,Nutrición,Masculino,19,Presencial,Quito,Familiar,###CORRUPT###,170167
Camila Santino,Benitez, Junín,{BAD},-80.2054147,BAD,204.54,Pública,Universidad Central del Ecuador (UCE),,-9999.0,2023-A,Educación Básica,@@@,18,Presencial,###CORRUPT###,Arrendada,Quitumbe,170146
Ariel Blanca,Aguirre,±§¶, Cañar,INVALID,-2.4828078,255.51,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-B,Educación Física,Prefiere no decir,20,Presencial,Quito,Arrendada,Pintag,170176
Inmaculada Amigó,Cases, El Pangui, Zamora Chinchipe,-78.5473049,-3.6253506,378.66,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Educación Inicial,No binario,17,Presencial,Quito,Arrendada,Cotocollao,170103
Yolanda Estrada,Mayorga, Guayaquil, Guayas,-80.0983887,-2.2895167,,Privada,Universidad San Francisco de Quito (USFQ),6,2024,2024-A,Economía,Masculino,22,Presencial,Quito,±§¶,Centro Historico,170130
Felipe Hernando Gutiérrez,López, Riobamba, Chimborazo,-78.6482479,-1.6732765,162.28,Pública,Escuela Politécnica del Ejército (ESPE),7,2025,2025-A,Ingeniería Química,Femenino,23,Presencial,Quito,Familiar,Cotocollao,170103
Lic. Angélica,Pichardo, Daule, Guayas,-79.9129307,-1.9200069,244.89,Pública,Escuela Politécnica del Ejército (ESPE),6,2023,2023-B,Comercio Exterior,Masculino,21,Presencial,Quito,Arrendada,El Batan,170122
Bautista,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX, El Pangui, Zamora Chinchipe,-78.5473049,-3.6253506,378.66,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Turismo,Masculino,22,Presencial,Quito,Propia,Condado,170134
Juan David Ian,Perez, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,∞∞∞,Escuela Politécnica del Ejército (ESPE),5,{BAD},2025-B,Enfermería,Masculino,23,Presencial,Quito,Arrendada,Guamani,170126
,,,,,,,,,,,,BROKEN,,,,,,,
Felix Terrón,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Babahoyo, Los Ríos,-79.5068917,-1.8762599,214.79,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-A,Psicología,Masculino,19,Presencial,Quito,Familiar,Cotocollao,BROKEN
Benjamin Martina,Vargas, Colimes, Guayas,-80.0818751,-1.5161582,226.31,Pública,Universidad Andina Simón Bolívar (UASB),8,2025,2025-A,NO DEFINIDA,@@@,,Presencial,Quito,Arrendada,Conocoto,170156
Enrique Esmeralda,Corral,Pasaje, El Oro,-79.7625976,<NULL>,372.0,Pública,Universidad Central del Ecuador (UCE),2,2025,2025-A,Educación Física,Masculino,19,Presencial,Quito,Arrendada,La Libertad,170110
Teresa Asunción Magaña,Palomo, Balzar, Guayas,-79.9367148,{BAD},199.16,Pública,Universidad Andina Simón Bolívar (UASB),12,2025,,Gastronomía,Masculino,20,Presencial,Quito,Residencia universitaria,Condado,170134
Juan Cruz Sofia,Morales, Pelileo, Tungurahua,-78.537307,-1.3573827,126.48,Privada,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,{BAD},2023,2023-A,Ingeniería Petroquímica,No binario,18,{BAD},Quito,Propia,@@@,BROKEN
Ernesto Robles,Ávalos, El Tambo, Cañar,-78.9133964,-2.4828078,255.51,Pública,Escuela Politécnica del Ejército (ESPE),8,2023,2023-A,Química,Masculino,99999.0,Presencial,Quito,Arrendada,Gualea,170161
